consumer_id,choice_set_id,alternative_id_in_set,choice,kindle,ipad,galaxy,surface,screen8,screen9,screen10,hd32,hd64,hd128,ram2,ram4,battery8,battery9,p199,p299,p399,p499
2,23,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,24,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
2,24,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2,24,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,25,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2,25,2,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2,25,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,26,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,26,2,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2,26,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2,27,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,27,2,3,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2,27,3,3,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
2,28,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,28,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2,28,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2,29,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,29,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2,29,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,30,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,30,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,30,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
3,31,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,31,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3,31,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
3,32,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,32,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
3,32,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
3,33,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,33,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3,33,3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
3,34,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,34,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3,34,3,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
3,35,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,35,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3,35,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,36,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3,36,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,36,3,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
3,37,1,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
3,37,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,37,3,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,38,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3,38,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3,38,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,39,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3,39,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3,39,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3,40,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
3,40,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
3,40,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,41,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3,41,2,2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3,41,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,42,1,2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
3,42,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3,42,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
3,43,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,43,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3,43,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3,44,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,44,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
3,44,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,45,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,45,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
3,45,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
4,46,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,46,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4,46,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
4,47,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,47,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
4,47,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
4,48,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,48,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4,48,3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
4,49,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,49,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4,49,3,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
4,50,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,50,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
4,50,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4,51,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
4,51,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,51,3,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
4,52,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
4,52,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4,52,3,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
4,53,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
4,53,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
4,53,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,54,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4,54,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4,54,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4,55,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
4,55,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4,55,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,56,1,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
4,56,2,3,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
4,56,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,57,1,3,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
4,57,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,57,3,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4,58,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,58,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4,58,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4,59,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,59,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
4,59,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4,60,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,60,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
4,60,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
5,61,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
5,61,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,61,3,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
5,62,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5,62,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
5,62,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5,63,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
5,63,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5,63,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5,64,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,64,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,64,3,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
5,65,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
5,65,2,2,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
5,65,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5,66,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5,66,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5,66,3,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
5,67,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5,67,2,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5,67,3,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5,68,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,68,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5,68,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5,69,1,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
5,69,2,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,69,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5,70,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5,70,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
5,70,3,2,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
5,71,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,71,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
5,71,3,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
5,72,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
5,72,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5,72,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5,73,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5,73,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5,73,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5,74,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,74,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5,74,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,75,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5,75,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5,75,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
6,76,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6,76,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
6,76,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
6,77,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
6,77,2,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
6,77,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6,78,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
6,78,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
6,78,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6,79,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,79,2,3,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
6,79,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6,80,1,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
6,80,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,80,3,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
6,81,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6,81,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6,81,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
6,82,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
6,82,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6,82,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,83,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6,83,2,3,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
6,83,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6,84,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
6,84,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6,84,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
6,85,1,3,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
6,85,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6,85,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
6,86,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
6,86,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,86,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,87,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
6,87,2,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
6,87,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,88,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6,88,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6,88,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6,89,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,89,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
6,89,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6,90,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6,90,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
6,90,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7,91,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
7,91,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7,91,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7,92,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,92,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
7,92,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7,93,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7,93,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7,93,3,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
7,94,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
7,94,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7,94,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
7,95,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
7,95,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
7,95,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,96,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7,96,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,96,3,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
7,97,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,97,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
7,97,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
7,98,1,3,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
7,98,2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7,98,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7,99,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7,99,2,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
7,99,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,100,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7,100,2,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
7,100,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
7,101,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
7,101,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,101,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7,102,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7,102,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
7,102,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7,103,1,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7,103,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7,103,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7,104,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,104,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
7,104,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7,105,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
